Date,BitCoin,Gold,Flag,Delta_BitCoin,Delta_Gold
10-21-2017,5986.44,1281.2,0,6.9801599999991595,0.0
10-22-2017,5983.18455,1281.2,0,-3.255449999999655,0.0
10-23-2017,5876.079867,1274.9,1,-107.10468299999957,-6.2999999999999545
10-24-2017,5900.59,1276.45,1,24.51013299999977,1.5499999999999545
10-25-2017,5669.622533,1275.0,1,-230.9674670000004,-1.4500000000000455
10-26-2017,5893.138417,1273.75,1,223.51588400000037,-1.25
10-27-2017,5889.82,1266.45,1,-3.3184170000004087,-7.2999999999999545
10-28-2017,5776.69695,1266.45,0,-113.12305000000015,0.0
10-29-2017,6155.434020000002,1266.45,0,378.73707000000286,0.0
10-30-2017,6136.49,1272.0,1,-18.944020000002638,5.5499999999999545
10-31-2017,6388.645167000002,1270.15,1,252.15516700000262,-1.849999999999909
11-01-2017,6665.306683,1277.05,1,276.6615159999974,6.899999999999864
11-02-2017,6751.98,1279.2,1,86.67331699999977,2.150000000000091
11-03-2017,7197.72006,1267.2,1,445.7400600000001,-12.0
11-04-2017,7437.543317000002,1267.2,0,239.82325700000274,0.0
11-05-2017,7365.99,1267.2,0,-71.55331700000261,0.0
11-06-2017,6989.071667,1270.9,1,-376.9183329999996,3.7000000000000455
11-07-2017,7092.127233,1275.6,1,103.055566,4.699999999999818
11-08-2017,7128.64,1284.0,1,36.51276700000017,8.400000000000091
11-09-2017,7158.03706,1284.8,1,29.39705999999933,0.7999999999999545
11-10-2017,6719.39785,1284.3,1,-438.63920999999937,-0.5
11-11-2017,6569.22,1284.3,0,-150.17785000000003,0.0
11-12-2017,5716.301583,1284.3,0,-852.9184169999999,0.0
11-13-2017,6550.227533,1277.95,1,833.9259499999998,-6.349999999999909
11-14-2017,6493.63,1274.6,1,-56.59753300000011,-3.3500000000001364
11-15-2017,7301.42992,1282.2,1,807.7999199999995,7.600000000000136
11-16-2017,7815.0307,1280.0,1,513.6007800000007,-2.2000000000000455
11-17-2017,7868.77,1284.35,1,53.739300000000185,4.349999999999909
11-18-2017,7817.140383,1284.35,0,-51.62961700000051,0.0
11-19-2017,8007.654067,1284.35,0,190.51368400000047,0.0
11-20-2017,8049.72,1286.2,1,42.06593299999986,1.8500000000001364
11-21-2017,8059.8,1283.3,1,10.079999999999927,-2.900000000000091
11-22-2017,8268.035,1286.95,1,208.23499999999967,3.650000000000091
11-23-2017,8236.72,1290.35,1,-31.31500000000051,3.3999999999998636
11-24-2017,8250.978333,1290.5,1,14.258332999999766,0.15000000000009095
11-25-2017,8707.407267,1290.5,0,456.4289340000014,0.0
11-26-2017,8768.8,1290.5,0,61.39273299999877,0.0
11-27-2017,9718.29505,1294.9,1,949.4950500000014,4.400000000000091
11-28-2017,9952.50882,1291.85,1,234.21376999999848,-3.050000000000182
11-29-2017,9919.0,1283.85,1,-33.508819999999105,-8.0
11-30-2017,10147.372,1280.2,1,228.3719999999994,-3.6499999999998636
12-01-2017,10883.912,1275.5,1,736.5400000000009,-4.7000000000000455
12-02-2017,10879.88,1275.5,0,-4.032000000001062,0.0
12-03-2017,11332.622,1275.5,0,452.7420000000002,0.0
12-04-2017,11584.83,1273.45,1,252.20800000000054,-2.0499999999999545
12-05-2017,11591.22,1266.3,1,6.389999999999418,-7.150000000000091
12-06-2017,13540.98,1263.7,1,1949.7600000000002,-2.599999999999909
12-07-2017,16501.97167,1255.0,1,2960.9916699999994,-8.700000000000045
12-08-2017,16860.88,1250.65,1,358.908330000002,-4.349999999999909
12-09-2017,15142.83415,1250.65,0,-1718.0458500000004,0.0
12-10-2017,14869.805,1250.65,0,-273.0291500000003,0.0
12-11-2017,15068.95,1247.15,1,199.14500000000044,-3.5
12-12-2017,17276.393330000006,1240.9,1,2207.4433300000055,-6.25
12-13-2017,16808.36667,1242.65,1,-468.0266600000068,1.75
12-14-2017,16252.31,1251.0,1,-556.0566699999999,8.349999999999909
12-15-2017,17771.9,1254.6,1,1519.590000000002,3.599999999999909
12-16-2017,19498.68333,1254.6,0,1726.7833299999984,0.0
12-17-2017,19279.9,1254.6,0,-218.7833299999984,0.0
12-18-2017,18961.85667,1260.6,1,-318.0433300000004,6.0
12-19-2017,17737.11167,1260.35,1,-1224.7450000000026,-0.25
12-20-2017,17382.94,1264.55,1,-354.1716699999997,4.2000000000000455
12-21-2017,16047.51,1264.55,1,-1335.4299999999985,0.0
12-22-2017,15190.945,1264.55,0,-856.5650000000005,0.0
12-23-2017,13776.61,1264.55,0,-1414.3349999999991,0.0
12-24-2017,13949.175,1264.55,0,172.5649999999987,0.0
12-25-2017,14119.02833,1264.55,0,169.85332999999991,0.0
12-26-2017,13740.94,1264.55,0,-378.0883299999987,0.0
12-27-2017,15589.32167,1279.4,1,1848.3816699999988,14.850000000000136
12-28-2017,14380.58167,1291.0,1,-1208.7399999999998,11.599999999999909
12-29-2017,14214.01,1291.0,0,-166.57166999999936,0.0
12-30-2017,13215.574,1291.0,0,-998.4359999999997,0.0
12-31-2017,14165.575,1291.0,0,950.0010000000002,0.0
01-01-2018,13796.0,1291.0,0,-369.5750000000007,0.0
01-02-2018,15005.85667,1312.05,1,1209.8566699999992,21.049999999999955
01-03-2018,15053.261669999998,1314.9,1,47.404999999998836,2.8500000000001364
01-04-2018,15039.24,1314.5,1,-14.021669999998267,-0.40000000000009095
01-05-2018,17174.12,1317.15,1,2134.879999999999,2.650000000000091
01-06-2018,17319.198,1317.15,0,145.07800000000134,0.0
01-07-2018,17155.95,1317.15,0,-163.2479999999996,0.0
01-08-2018,15265.906669999995,1319.95,1,-1890.0433300000059,2.7999999999999545
01-09-2018,14714.25333,1311.0,1,-551.6533399999953,-8.950000000000045
01-10-2018,14437.42,1319.75,1,-276.8333299999995,8.75
01-11-2018,13296.794,1323.05,1,-1140.6260000000002,3.2999999999999545
01-12-2018,13912.882,1326.8,1,616.0879999999997,3.75
01-13-2018,13791.19,1326.8,0,-121.6919999999991,0.0
01-14-2018,13852.92,1326.8,0,61.72999999999956,0.0
01-15-2018,14012.196000000002,1339.25,1,159.27600000000166,12.450000000000045
01-16-2018,13554.14,1333.85,1,-458.0560000000023,-5.400000000000091
01-17-2018,11116.94667,1335.65,1,-2437.19333,1.800000000000182
01-18-2018,11345.42333,1332.2,1,228.47666000000027,-3.4500000000000455
01-19-2018,11174.82,1334.95,1,-170.60332999999991,2.75
01-20-2018,12950.79333,1334.95,0,1775.9733300000007,0.0
01-21-2018,11505.228,1334.95,0,-1445.5653300000013,0.0
01-22-2018,11513.42,1332.6,1,8.192000000000917,-2.3500000000001364
01-23-2018,11223.063999999995,1333.4,1,-290.3560000000052,0.8000000000001819
01-24-2018,11282.25833,1353.7,1,59.19433000000572,20.299999999999955
01-25-2018,11392.03,1354.95,1,109.77167000000009,1.25
01-26-2018,10969.815,1353.15,1,-422.21500000000015,-1.7999999999999545
01-27-2018,11524.77667,1353.15,0,554.9616699999988,0.0
01-28-2018,11431.37,1353.15,0,-93.40666999999848,0.0
01-29-2018,11212.655,1343.85,1,-218.71500000000015,-9.300000000000182
01-30-2018,10184.06167,1344.9,1,-1028.5933300000015,1.050000000000182
01-31-2018,10082.52,1345.05,1,-101.5416699999987,0.14999999999986358
02-01-2018,9083.258333,1341.35,1,-999.2616670000007,-3.7000000000000455
02-02-2018,8901.901667,1331.15,1,-181.35666599999968,-10.199999999999818
02-03-2018,8852.73,1331.15,0,-49.171667000000525,0.0
02-04-2018,8400.648333,1331.15,0,-452.0816670000004,0.0
02-05-2018,6838.816667,1333.6,1,-1561.8316659999991,2.449999999999818
02-06-2018,6925.46,1331.4,1,86.64333299999998,-2.199999999999818
02-07-2018,8099.958333,1324.65,1,1174.4983329999995,-6.75
02-08-2018,8240.536667,1315.45,1,140.57833400000072,-9.200000000000045
02-09-2018,8245.08,1314.1,1,4.54333299999962,-1.3500000000001364
02-10-2018,8319.876565999999,1314.1,0,74.79656599999907,0.0
02-11-2018,8343.455,1314.1,0,23.578434000000925,0.0
02-12-2018,8068.02,1322.3,1,-275.4349999999995,8.200000000000045
02-13-2018,8597.7675,1325.35,1,529.7474999999995,3.0499999999999545
02-14-2018,9334.633333,1336.25,1,736.8658329999998,10.900000000000091
02-15-2018,9471.64,1352.45,1,137.00666699999965,16.200000000000045
02-16-2018,10127.16167,1352.1,1,655.5216700000001,-0.3500000000001364
02-17-2018,10841.99167,1352.1,0,714.8299999999999,0.0
02-18-2018,11085.83,1352.1,0,243.8383300000005,0.0
02-19-2018,11110.965,1346.6,1,25.13500000000022,-5.5
02-20-2018,11390.39167,1339.85,1,279.42667000000074,-6.75
02-21-2018,11245.98,1330.5,1,-144.41167000000132,-9.349999999999909
02-22-2018,9931.071667,1328.35,1,-1314.9083329999994,-2.150000000000091
02-23-2018,10162.11667,1327.95,1,231.04500299999927,-0.3999999999998636
02-24-2018,10171.3,1327.95,0,9.183329999999842,0.0
02-25-2018,9696.593333,1327.95,0,-474.70666699999856,0.0
02-26-2018,10348.60333,1333.5,1,652.0099969999992,5.5499999999999545
02-27-2018,10319.46,1325.75,1,-29.143330000000788,-7.75
02-28-2018,10370.165,1317.85,1,50.705000000001746,-7.900000000000091
03-01-2018,11009.38167,1307.75,1,639.2166699999998,-10.099999999999909
03-02-2018,10931.12,1322.3,1,-78.26166999999987,14.549999999999955
03-03-2018,11326.94833,1322.3,0,395.82832999999846,0.0
03-04-2018,11430.18167,1322.3,0,103.23334000000068,0.0
03-05-2018,11516.83,1320.4,1,86.64832999999999,-1.8999999999998636
03-06-2018,10763.19833,1331.4,1,-753.6316700000007,11.0
03-07-2018,10118.058,1329.4,1,-645.1403299999984,-2.0
03-08-2018,9920.46,1321.0,1,-197.59800000000178,-8.400000000000091
03-09-2018,9089.278333,1320.6,1,-831.1816669999989,-0.40000000000009095
03-10-2018,8746.002,1320.6,0,-343.2763329999998,0.0
03-11-2018,8777.37,1320.6,0,31.368000000000393,0.0
03-12-2018,9182.843333,1319.15,1,405.4733329999999,-1.449999999999818
03-13-2018,9154.7,1322.75,1,-28.143332999999984,3.599999999999909
03-14-2018,9153.54,1323.55,1,-1.1599999999998545,0.7999999999999545
03-15-2018,8358.121667,1318.75,1,-795.4183330000014,-4.7999999999999545
03-16-2018,8530.402,1310.1,1,172.2803330000006,-8.650000000000091
03-17-2018,8297.89,1310.1,0,-232.51200000000063,0.0
03-18-2018,8171.415,1310.1,0,-126.47499999999945,0.0
03-19-2018,8412.033333,1312.4,1,240.61833299999944,2.300000000000182
03-20-2018,8605.64,1311.0,1,193.60666700000002,-1.400000000000091
03-21-2018,8947.753333,1321.35,1,342.11333300000115,10.349999999999909
03-22-2018,8690.408333,1329.15,1,-257.34500000000116,7.800000000000182
03-23-2018,8725.37,1346.6,1,34.9616670000014,17.449999999999818
03-24-2018,8662.378333,1346.6,0,-62.991667000000234,0.0
03-25-2018,8617.296667,1346.6,0,-45.08166600000004,0.0
03-26-2018,8457.96,1352.4,1,-159.3366670000014,5.800000000000182
03-27-2018,7876.195,1341.45,1,-581.7649999999994,-10.950000000000045
03-28-2018,7960.38,1332.45,1,84.1850000000004,-9.0
03-29-2018,7950.61,1323.85,1,-9.770000000000437,-8.600000000000136
03-30-2018,6882.531667,1323.85,0,-1068.0783329999995,0.0
03-31-2018,6935.48,1323.85,0,52.948332999999366,0.0
04-01-2018,6937.56,1323.85,0,2.0800000000008367,0.0
04-02-2018,7035.848333,1323.85,0,98.28833299999951,0.0
04-03-2018,7410.435,1333.45,1,374.5866670000005,9.600000000000136
04-04-2018,7426.48,1337.3,1,16.044999999999163,3.849999999999909
04-05-2018,6826.51,1327.7,1,-599.9699999999993,-9.599999999999909
04-06-2018,6603.876667,1331.2,1,-222.63333299999977,3.5
04-07-2018,6634.68,1331.2,0,30.80333299999984,0.0
04-08-2018,7017.656667,1331.2,0,382.9766669999999,0.0
04-09-2018,6699.273333,1331.95,1,-318.3833340000001,0.75
04-10-2018,6784.41,1338.95,1,85.13666699999976,7.0
04-11-2018,6926.266667,1350.75,1,141.85666700000002,11.799999999999955
04-12-2018,7847.845,1341.35,1,921.5783330000004,-9.400000000000091
04-13-2018,7941.46,1343.7,1,93.61499999999978,2.3500000000001364
04-14-2018,8036.511051,1343.7,0,95.05105100000037,0.0
04-15-2018,8340.748333,1343.7,0,304.23728199999914,0.0
04-16-2018,8368.1,1349.35,1,27.351667000000816,5.649999999999864
04-17-2018,7895.416926000001,1342.1,1,-472.6830739999996,-7.25
04-18-2018,8164.937426,1351.45,1,269.52049999999963,9.350000000000136
04-19-2018,8175.96,1348.6,1,11.022573999999622,-2.8500000000001364
04-20-2018,8852.718333,1336.75,1,676.7583330000007,-11.849999999999909
04-21-2018,8807.205,1336.75,0,-45.513333000000785,0.0
04-22-2018,8930.6,1336.75,0,123.39500000000044,0.0
04-23-2018,8933.861667000001,1324.3,1,3.2616670000006707,-12.450000000000045
04-24-2018,9555.542,1328.85,1,621.6803329999984,4.5499999999999545
04-25-2018,9658.11,1321.65,1,102.56800000000112,-7.199999999999818
04-26-2018,9258.398333,1320.7,1,-399.7116670000014,-0.9500000000000455
04-27-2018,9010.32,1321.5,1,-248.07833299999947,0.7999999999999545
04-28-2018,8928.55,1321.5,0,-81.77000000000044,0.0
04-29-2018,9334.281667,1321.5,0,405.731667,0.0
04-30-2018,9259.57,1313.2,1,-74.71166699999958,-8.299999999999955
05-01-2018,9239.55,1307.1,1,-20.020000000000437,-6.100000000000136
05-02-2018,9221.426,1304.2,1,-18.123999999999796,-2.8999999999998636
05-03-2018,9639.268333,1315.05,1,417.8423330000005,10.849999999999909
05-04-2018,9753.35,1309.4,1,114.08166700000038,-5.649999999999864
05-05-2018,9803.306667,1309.4,0,49.95666700000038,0.0
05-06-2018,9630.136277,1309.4,0,-173.17039000000113,0.0
05-07-2018,9631.44,1309.4,0,1.3037230000009004,0.0
05-08-2018,9228.608333,1306.6,1,-402.8316670000004,-2.800000000000182
05-09-2018,9322.041667,1313.85,1,93.43333399999938,7.25
05-10-2018,9310.37,1318.8,1,-11.671666999998706,4.9500000000000455
05-11-2018,8468.788,1324.35,1,-841.5820000000003,5.5499999999999545
05-12-2018,8484.346667,1324.35,0,15.558666999999332,0.0
05-13-2018,8463.52,1324.35,0,-20.82666699999936,0.0
05-14-2018,8652.038333,1319.85,1,188.51833299999998,-4.5
05-15-2018,8511.458,1295.0,1,-140.58033299999988,-24.84999999999991
05-16-2018,8471.06,1291.25,1,-40.39800000000105,-3.75
05-17-2018,8106.118332999998,1289.5,1,-364.94166700000187,-1.75
05-18-2018,8240.055,1288.3,1,133.93666700000267,-1.2000000000000455
05-19-2018,8239.08,1288.3,0,-0.9750000000003638,0.0
05-20-2018,8507.406667,1288.3,0,268.32666699999936,0.0
05-21-2018,8385.556187,1288.35,1,-121.85047999999915,0.049999999999954525
05-22-2018,8396.63,1293.05,1,11.073812999999063,4.7000000000000455
05-23-2018,7555.74,1289.0,1,-840.8899999999994,-4.0499999999999545
05-24-2018,7566.193333,1304.85,1,10.453333000000384,15.849999999999909
05-25-2018,7576.78,1303.5,1,10.58666699999958,-1.349999999999909
05-26-2018,7342.908332999998,1303.5,0,-233.87166700000216,0.0
05-27-2018,7361.831667,1303.5,0,18.923334000002797,0.0
05-28-2018,7344.56,1303.5,0,-17.27166699999998,0.0
05-29-2018,7459.876667,1295.5,1,115.31666700000005,-8.0
05-30-2018,7385.395,1300.7,1,-74.48166700000002,5.2000000000000455
05-31-2018,7386.72,1305.35,1,1.324999999999818,4.649999999999864
06-01-2018,7535.146667,1294.6,1,148.42666699999972,-10.75
06-02-2018,7645.146667,1294.6,0,110.0,0.0
06-03-2018,7637.14,1294.6,0,-8.006666999999652,0.0
06-04-2018,7500.273333,1295.45,1,-136.86666700000023,0.8500000000001364
06-05-2018,7615.722142,1292.05,1,115.44880899999953,-3.400000000000091
06-06-2018,7619.43,1300.1,1,3.7078580000006696,8.049999999999955
06-07-2018,7676.271667,1297.25,1,56.84166699999969,-2.849999999999909
06-08-2018,7620.153333,1298.25,1,-56.11833399999978,1.0
06-09-2018,7615.54,1298.25,0,-4.613333000000239,0.0
06-10-2018,6776.888333,1298.25,0,-838.6516670000001,0.0
06-11-2018,6875.678333,1299.6,1,98.78999999999996,1.349999999999909
06-12-2018,6879.31,1298.65,1,3.6316670000005615,-0.9499999999998181
06-13-2018,6315.7,1296.15,1,-563.6100000000006,-2.5
06-14-2018,6647.013333,1302.75,1,331.31333300000006,6.599999999999909
06-15-2018,6637.41,1285.25,1,-9.60333300000002,-17.5
06-16-2018,6509.426667,1285.25,0,-127.98333300000013,0.0
06-17-2018,6464.411667,1285.25,0,-45.01499999999942,0.0
06-18-2018,6445.79,1281.55,1,-18.621667000000343,-3.7000000000000455
06-19-2018,6737.0,1276.15,1,291.21000000000004,-5.399999999999864
06-20-2018,6714.718333,1274.2,1,-22.281667000000198,-1.9500000000000455
06-21-2018,6760.83,1266.15,1,46.111667000000125,-8.049999999999955
06-22-2018,6332.573333,1269.15,1,-428.25666699999965,3.0
06-23-2018,6141.605833,1269.15,0,-190.96750000000065,0.0
06-24-2018,6170.46,1269.15,0,28.854167000000416,0.0
06-25-2018,6211.4475,1268.7,1,40.98750000000018,-0.4500000000000455
06-26-2018,6218.595,1260.3,1,7.147500000000036,-8.400000000000091
06-27-2018,6097.46,1254.6,1,-121.13500000000022,-5.7000000000000455
06-28-2018,6107.896154,1251.55,1,10.436153999999988,-3.0499999999999545
06-29-2018,5908.7025,1250.45,1,-199.1936539999997,-1.099999999999909
06-30-2018,6223.28,1250.45,0,314.5774999999994,0.0
07-01-2018,6374.754167,1250.45,0,151.4741670000003,0.0
07-02-2018,6466.069167000002,1247.8,1,91.31500000000233,-2.650000000000091
07-03-2018,6626.44,1251.75,1,160.37083299999722,3.9500000000000455
07-04-2018,6593.289167,1255.65,1,-33.15083299999969,3.900000000000091
07-05-2018,6603.376667,1255.5,1,10.087500000000546,-0.15000000000009095
07-06-2018,6555.51,1255.35,1,-47.866667000000234,-0.15000000000009095
07-07-2018,6594.281667,1255.35,0,38.77166699999998,0.0
07-08-2018,6753.559167,1255.35,0,159.27750000000015,0.0
07-09-2018,6724.04,1262.05,1,-29.51916700000038,6.7000000000000455
07-10-2018,6510.791667,1254.0,1,-213.24833299999955,-8.049999999999955
07-11-2018,6377.363333,1251.4,1,-133.42833400000018,-2.599999999999909
07-12-2018,6403.18,1245.9,1,25.816667000000052,-5.5
07-13-2018,6244.3575,1241.7,1,-158.82250000000022,-4.2000000000000455
07-14-2018,6241.0,1241.7,0,-3.3575000000000728,0.0
07-15-2018,6248.84,1241.7,0,7.8400000000001455,0.0
07-16-2018,6514.390833,1241.1,1,265.55083300000024,-0.6000000000001364
07-17-2018,6869.910833,1232.8,1,355.5199999999995,-8.299999999999955
07-18-2018,7321.62,1224.5,1,451.709167,-8.299999999999955
07-19-2018,7396.401667,1217.55,1,74.7816670000002,-6.9500000000000455
07-20-2018,7428.045,1228.75,1,31.643332999999984,11.200000000000045
07-21-2018,7334.99,1228.75,0,-93.05500000000029,0.0
07-22-2018,7451.289167,1228.75,0,116.29916700000012,0.0
07-23-2018,7689.884167,1224.95,1,238.59500000000025,-3.7999999999999545
07-24-2018,7715.1,1228.35,1,25.215833000000202,3.3999999999998636
07-25-2018,8251.165,1231.5,1,536.0650000000005,3.150000000000091
07-26-2018,8187.324167,1228.25,1,-63.84083300000111,-3.25
07-27-2018,7939.81,1223.95,1,-247.51416699999936,-4.2999999999999545
07-28-2018,8182.251667,1223.95,0,242.44166700000005,0.0
07-29-2018,8206.341667,1223.95,0,24.090000000000146,0.0
07-30-2018,8220.91,1223.8,1,14.568332999999257,-0.15000000000009095
07-31-2018,7916.800833,1220.95,1,-304.1091669999996,-2.849999999999909
08-01-2018,7570.869167,1219.0,1,-345.9316660000004,-1.9500000000000455
08-02-2018,7607.7,1215.45,1,36.830832999999984,-3.5499999999999545
08-03-2018,7394.499167,1216.3,1,-213.20083299999988,0.849999999999909
08-04-2018,7247.769167,1216.3,0,-146.72999999999956,0.0
08-05-2018,7011.28,1216.3,0,-236.48916700000063,0.0
08-06-2018,6988.079167,1209.65,1,-23.200832999999875,-6.649999999999864
08-07-2018,6993.513333,1212.35,1,5.434166000000005,2.699999999999818
08-08-2018,6718.23,1209.55,1,-275.2833330000003,-2.7999999999999545
08-09-2018,6396.7725,1214.35,1,-321.4574999999995,4.7999999999999545
08-10-2018,6396.494667,1214.4,1,-0.2778330000001006,0.0500000000001819
08-11-2018,6138.96,1214.4,0,-257.5346669999999,0.0
08-12-2018,6311.131667000002,1214.4,0,172.17166700000234,0.0
08-13-2018,6347.07,1200.35,1,35.93833299999733,-14.050000000000182
08-14-2018,6252.13,1197.0,1,-94.9399999999996,-3.349999999999909
08-15-2018,6362.676923,1182.0,1,110.54692299999988,-15.0
08-16-2018,6342.629231,1180.4,1,-20.047692000000097,-1.599999999999909
08-17-2018,6312.75,1178.4,1,-29.87923099999989,-2.0
08-18-2018,6436.7208329999985,1178.4,0,123.97083299999849,0.0
08-19-2018,6404.063333,1178.4,0,-32.657499999998436,0.0
08-20-2018,6486.58,1184.35,1,82.51666699999987,5.949999999999818
08-21-2018,6401.246154,1190.95,1,-85.33384599999954,6.600000000000136
08-22-2018,6575.229167,1196.65,1,173.98301300000003,5.7000000000000455
08-23-2018,6354.57,1192.35,1,-220.6591670000007,-4.300000000000182
08-24-2018,6543.645714,1197.7,1,189.07571400000052,5.350000000000136
08-25-2018,6719.429231,1197.7,0,175.78351699999985,0.0
08-26-2018,6738.27,1197.7,0,18.840769000000364,0.0
08-27-2018,6719.266154000001,1197.7,0,-19.003845999999612,0.0
08-28-2018,7000.04,1212.25,1,280.77384599999914,14.549999999999955
08-29-2018,7078.19,1204.2,1,78.14999999999964,-8.049999999999955
08-30-2018,6932.6625,1197.3,1,-145.52749999999924,-6.900000000000091
08-31-2018,6981.946154,1202.45,1,49.28365399999984,5.150000000000091
09-01-2018,7018.78,1202.45,0,36.83384599999954,0.0
09-02-2018,7247.935385,1202.45,0,229.15538500000002,0.0
09-03-2018,7260.949231,1200.05,1,13.01384599999983,-2.400000000000091
09-04-2018,7265.08,1190.85,1,4.130769000000328,-9.200000000000045
09-05-2018,7113.069231,1196.7,1,-152.01076899999953,5.850000000000136
09-06-2018,6433.271667,1205.15,1,-679.7975640000004,8.450000000000045
09-07-2018,6501.19,1198.9,1,67.91833299999962,-6.25
09-08-2018,6366.1075,1198.9,0,-135.08249999999953,0.0
09-09-2018,6286.425833,1198.9,0,-79.68166699999983,0.0
09-10-2018,6240.98,1196.6,1,-45.445833000000675,-2.300000000000182
09-11-2018,6296.320833,1189.85,1,55.3408330000002,-6.75
09-12-2018,6273.1375,1195.6,1,-23.183332999999948,5.75
09-13-2018,6326.04,1209.8,1,52.902500000000146,14.200000000000045
09-14-2018,6499.0625,1201.95,1,173.02250000000004,-7.849999999999909
09-15-2018,6518.655,1201.95,0,19.592499999999745,0.0
09-16-2018,6522.39,1201.95,0,3.735000000000582,0.0
09-17-2018,6400.600833,1201.9,1,-121.7891669999999,-0.049999999999954525
09-18-2018,6296.631667000002,1200.2,1,-103.96916599999804,-1.7000000000000455
09-19-2018,6342.39,1203.3,1,45.75833299999795,3.099999999999909
09-20-2018,6418.562667,1208.35,1,76.17266699999982,5.0499999999999545
09-21-2018,6669.990833,1198.7,1,251.4281659999997,-9.649999999999864
09-22-2018,6756.12,1198.7,0,86.12916700000005,0.0
09-23-2018,6710.445,1198.7,0,-45.67500000000018,0.0
09-24-2018,6639.304167,1202.75,1,-71.14083299999947,4.0499999999999545
09-25-2018,6583.45,1201.9,1,-55.854167000000416,-0.849999999999909
09-26-2018,6468.631667000002,1194.25,1,-114.81833299999744,-7.650000000000091
09-27-2018,6535.476667,1185.4,1,66.84499999999753,-8.849999999999909
09-28-2018,6686.08,1187.25,1,150.60333300000002,1.849999999999909
09-29-2018,6550.474167,1187.25,0,-135.60583299999962,0.0
09-30-2018,6593.135,1187.25,0,42.66083299999991,0.0
10-01-2018,6611.02,1189.35,1,17.88500000000022,2.099999999999909
10-02-2018,6562.641667,1204.7,1,-48.378333000000566,15.350000000000136
10-03-2018,6470.4025,1201.2,1,-92.23916699999972,-3.5
10-04-2018,6483.73,1203.45,1,13.327499999999418,2.25
10-05-2018,6568.549167,1203.8,1,84.81916700000056,0.34999999999990905
10-06-2018,6581.486667,1203.8,0,12.9375,0.0
10-07-2018,6573.62,1203.8,0,-7.866667000000234,0.0
10-08-2018,6618.567692000001,1186.95,1,44.94769200000155,-16.84999999999991
10-09-2018,6621.711667000001,1185.55,1,3.143974999999955,-1.400000000000091
10-10-2018,6626.85,1188.6,1,5.1383329999989655,3.0499999999999545
10-11-2018,6248.635833,1205.55,1,-378.2141670000001,16.950000000000045
10-12-2018,6260.530833,1219.75,1,11.894999999999527,14.200000000000045
10-13-2018,6247.0,1219.75,0,-13.530832999999802,0.0
10-14-2018,6299.399167000001,1219.75,0,52.3991670000014,0.0
10-15-2018,6452.571667,1229.95,1,153.17249999999876,10.200000000000045
10-16-2018,6599.17,1230.7,1,146.5983329999999,0.75
10-17-2018,6596.276154,1229.05,1,-2.8938459999999395,-1.650000000000091
10-18-2018,6568.040769,1223.0,1,-28.23538499999995,-6.0499999999999545
10-19-2018,6509.61,1227.85,1,-58.43076900000051,4.849999999999909
10-20-2018,6488.825833,1227.85,0,-20.784166999999798,0.0
10-21-2018,6531.601667,1227.85,0,42.77583400000003,0.0
10-22-2018,6504.78,1222.3,1,-26.82166700000016,-5.5499999999999545
10-23-2018,6481.426,1235.95,1,-23.35399999999936,13.650000000000091
10-24-2018,6508.31,1230.55,1,26.884000000000015,-5.400000000000091
10-25-2018,6489.77,1230.8,1,-18.539999999999964,0.25
10-26-2018,6473.753333,1233.85,1,-16.01666700000078,3.0499999999999545
10-27-2018,6465.9175,1233.85,0,-7.835833000000093,0.0
10-28-2018,6457.21,1233.85,0,-8.707499999999527,0.0
10-29-2018,6382.668333,1230.8,1,-74.54166700000042,-3.0499999999999545
10-30-2018,6309.452857,1225.4,1,-73.2154759999994,-5.399999999999864
10-31-2018,6301.61,1214.95,1,-7.842857000000549,-10.450000000000045
11-01-2018,6342.280833,1231.15,1,40.67083300000013,16.200000000000045
11-02-2018,6387.674167,1232.1,1,45.39333400000032,0.9499999999998181
11-03-2018,6390.42,1232.1,0,2.745832999999948,0.0
11-04-2018,6391.873333,1232.1,0,1.4533329999994749,0.0
11-05-2018,6436.965,1232.25,1,45.0916670000006,0.15000000000009095
11-06-2018,6437.76,1231.6,1,0.7950000000000728,-0.650000000000091
11-07-2018,6538.79,1229.95,1,101.02999999999975,-1.6499999999998636
11-08-2018,6486.251667,1224.15,1,-52.53833299999951,-5.7999999999999545
11-09-2018,6444.97,1211.4,1,-41.2816670000002,-12.75
11-10-2018,6399.0333329999985,1211.4,0,-45.93666700000176,0.0
11-11-2018,6378.268333,1211.4,0,-20.76499999999851,0.0
11-12-2018,6408.53,1205.55,1,30.26166699999976,-5.850000000000136
11-13-2018,6372.063333,1202.1,1,-36.46666699999969,-3.4500000000000455
11-14-2018,6176.155,1203.25,1,-195.9083330000003,1.150000000000091
11-15-2018,5756.77,1211.85,1,-419.3849999999993,8.599999999999909
11-16-2018,5596.1925,1222.4,1,-160.57750000000033,10.550000000000182
11-17-2018,5558.2433329999985,1222.4,0,-37.94916700000158,0.0
11-18-2018,5572.44,1222.4,0,14.19666700000107,0.0
11-19-2018,5303.9425,1221.6,1,-268.4974999999995,-0.8000000000001819
11-20-2018,4671.97,1223.0,1,-631.9724999999999,1.400000000000091
11-21-2018,4491.98,1226.1,1,-179.9900000000007,3.099999999999909
11-22-2018,4548.7975,1227.05,1,56.81750000000011,0.9500000000000455
