Date,BitCoin,Gold,Flag
08-28-2018,7000.04,1212.25,1
08-29-2018,7078.19,1204.2,1
08-30-2018,6932.6625,1197.3,1
08-31-2018,6981.946154,1202.45,1
09-01-2018,7018.78,1202.45,0
09-02-2018,7247.935385,1202.45,0
09-03-2018,7260.9492310000005,1200.05,1
09-04-2018,7265.08,1190.85,1
09-05-2018,7113.069231,1196.7,1
09-06-2018,6433.271667,1205.15,1
09-07-2018,6501.19,1198.9,1
09-08-2018,6366.1075,1198.9,0
09-09-2018,6286.425833,1198.9,0
09-10-2018,6240.98,1196.6,1
09-11-2018,6296.320833,1189.85,1
09-12-2018,6273.1375,1195.6,1
09-13-2018,6326.04,1209.8,1
09-14-2018,6499.0625,1201.95,1
09-15-2018,6518.655,1201.95,0
09-16-2018,6522.39,1201.95,0
09-17-2018,6400.6008329999995,1201.9,1
09-18-2018,6296.631667000002,1200.2,1
09-19-2018,6342.39,1203.3,1
09-20-2018,6418.562667,1208.35,1
09-21-2018,6669.990833,1198.7,1
09-22-2018,6756.12,1198.7,0
09-23-2018,6710.445,1198.7,0
09-24-2018,6639.304167,1202.75,1
09-25-2018,6583.45,1201.9,1
09-26-2018,6468.631667000002,1194.25,1
09-27-2018,6535.476667,1185.4,1
09-28-2018,6686.08,1187.25,1
09-29-2018,6550.474167,1187.25,0
09-30-2018,6593.135,1187.25,0
10-01-2018,6611.02,1189.35,1
10-02-2018,6562.641667,1204.7,1
10-03-2018,6470.4025,1201.2,1
10-04-2018,6483.73,1203.45,1
10-05-2018,6568.549167,1203.8,1
10-06-2018,6581.486667,1203.8,0
10-07-2018,6573.62,1203.8,0
10-08-2018,6618.567692000001,1186.95,1
10-09-2018,6621.711667000001,1185.55,1
10-10-2018,6626.85,1188.6,1
10-11-2018,6248.635833,1205.55,1
10-12-2018,6260.530833,1219.75,1
10-13-2018,6247.0,1219.75,0
10-14-2018,6299.399167000001,1219.75,0
10-15-2018,6452.571667,1229.95,1
10-16-2018,6599.17,1230.7,1
10-17-2018,6596.276154,1229.05,1
10-18-2018,6568.040769,1223.0,1
10-19-2018,6509.61,1227.85,1
10-20-2018,6488.825833,1227.85,0
10-21-2018,6531.601667,1227.85,0
10-22-2018,6504.78,1222.3,1
10-23-2018,6481.4259999999995,1235.95,1
10-24-2018,6508.31,1230.55,1
10-25-2018,6489.77,1230.8,1
10-26-2018,6473.753333,1233.85,1
10-27-2018,6465.9175,1233.85,0
10-28-2018,6457.21,1233.85,0
10-29-2018,6382.668333,1230.8,1
10-30-2018,6309.452857,1225.4,1
10-31-2018,6301.61,1214.95,1
11-01-2018,6342.280833,1231.15,1
11-02-2018,6387.674167,1232.1,1
11-03-2018,6390.42,1232.1,0
11-04-2018,6391.873333,1232.1,0
11-05-2018,6436.965,1232.25,1
11-06-2018,6437.76,1231.6,1
11-07-2018,6538.79,1229.95,1
11-08-2018,6486.251667,1224.15,1
11-09-2018,6444.97,1211.4,1
11-10-2018,6399.0333329999985,1211.4,0
11-11-2018,6378.268333,1211.4,0
11-12-2018,6408.53,1205.55,1
11-13-2018,6372.063333,1202.1,1
11-14-2018,6176.155,1203.25,1
11-15-2018,5756.77,1211.85,1
11-16-2018,5596.1925,1222.4,1
11-17-2018,5558.2433329999985,1222.4,0
11-18-2018,5572.44,1222.4,0
11-19-2018,5303.9425,1221.6,1
11-20-2018,4671.97,1223.0,1
11-21-2018,4491.98,1226.1,1
11-22-2018,4548.7975,1227.05,1
11-23-2018,4309.3375,1223.65,1
11-24-2018,4352.98,1223.65,0
11-25-2018,3823.511667,1223.65,0
11-26-2018,3920.5366670000003,1223.4,1
11-27-2018,3793.35,1221.2,1
11-28-2018,4103.453846,1213.25,1
11-29-2018,4263.7833329999985,1226.25,1
11-30-2018,4278.77,1217.55,1
12-01-2018,4116.7775,1217.55,0
12-02-2018,4167.546667000001,1217.55,0
12-03-2018,4140.6,1230.3,1
12-04-2018,3961.493333,1240.3,1
12-05-2018,3858.3491670000003,1235.9,1
12-06-2018,3744.98,1242.55,1
12-07-2018,3405.643333,1243.3,1
12-08-2018,3435.34,1243.3,0
12-09-2018,3453.66,1243.3,0
12-10-2018,3523.96,1245.35,1
12-11-2018,3426.19,1245.3,1
12-12-2018,3407.28,1245.75,1
12-13-2018,3406.7625,1242.75,1
12-14-2018,3278.3741670000004,1235.35,1
12-15-2018,3242.42,1235.35,0
12-16-2018,3271.238333,1235.35,0
12-17-2018,3392.405,1241.65,1
12-18-2018,3556.54,1246.3,1
12-19-2018,3808.0425,1255.0,1
12-20-2018,3982.850833,1259.75,1
12-21-2018,4135.19,1258.15,1
12-22-2018,3910.973333,1258.15,0
12-23-2018,4027.478333,1258.15,0
12-24-2018,3995.17,1258.15,0
12-25-2018,3813.88,1258.15,0
12-26-2018,3825.379167,1258.15,0
12-27-2018,3848.21,1268.0,1
12-28-2018,3743.905,1279.0,1
12-29-2018,3912.285833,1279.0,0
12-30-2018,3770.36,1279.0,0
12-31-2018,3791.5458329999997,1279.0,0
01-01-2019,3752.271667,1279.0,0
01-02-2019,3855.88,1282.9,1
01-03-2019,3865.7975,1290.45,1
01-04-2019,3822.626667,1279.9,1
01-05-2019,3856.62,1279.9,0
01-06-2019,3920.4566670000004,1279.9,0
01-07-2019,4036.093333,1292.2,1
01-08-2019,4032.25,1286.45,1
01-09-2019,4034.138333,1288.6,1
01-10-2019,3812.5858329999996,1291.9,1
01-11-2019,3646.25,1288.95,1
01-12-2019,3646.345833,1288.95,0
01-13-2019,3599.841667,1288.95,0
01-14-2019,3531.96,1292.75,1
01-15-2019,3656.785,1294.4,1
01-16-2019,3621.270833,1292.3,1
01-17-2019,3621.43,1290.7,1
01-18-2019,3632.395,1284.2,1
01-19-2019,3690.5233329999996,1284.2,0
01-20-2019,3703.98,1284.2,0
01-21-2019,3548.4275,1279.55,1
01-22-2019,3540.02,1282.1,1
01-23-2019,3587.35,1279.8,1
01-24-2019,3566.4,1283.7,1
01-25-2019,3586.25,1293.9,1
01-26-2019,3577.79,1293.9,0
01-27-2019,3576.3,1293.9,0
01-28-2019,3554.5,1302.15,1
01-29-2019,3448.58,1307.55,1
01-30-2019,3421.6,1310.7,1
01-31-2019,3470.0,1323.25,1
02-01-2019,3444.81,1318.7,1
02-02-2019,3475.33,1318.7,0
02-03-2019,3506.22,1318.7,0
02-04-2019,3456.02,1312.15,1
02-05-2019,3452.35,1314.2,1
02-06-2019,3467.34,1312.4,1
02-07-2019,3405.7,1310.0,1
02-08-2019,3394.76,1314.85,1
02-09-2019,3661.08,1314.85,0
02-10-2019,3664.38,1314.85,0
02-11-2019,3686.29,1306.4,1
02-12-2019,3629.47,1310.0,1
02-13-2019,3632.42,1312.8,1
02-14-2019,3614.5,1311.45,1
02-15-2019,3600.31,1316.55,1
02-16-2019,3608.2,1316.55,0
02-17-2019,3619.55,1316.55,0
02-18-2019,3670.74,1325.5,1
02-19-2019,3910.8,1334.15,1
02-20-2019,3926.53,1343.75,1
02-21-2019,3987.18,1331.25,1
02-22-2019,3944.88,1329.05,1
02-23-2019,3983.48,1329.05,0
02-24-2019,4139.6,1329.05,0
02-25-2019,3766.89,1331.05,1
02-26-2019,3848.33,1325.05,1
02-27-2019,3831.45,1322.85,1
02-28-2019,3833.23,1319.15,1
03-01-2019,3850.08,1311.95,1
03-02-2019,3834.62,1311.95,0
03-03-2019,3831.44,1311.95,0
03-04-2019,3814.58,1285.4,1
03-05-2019,3730.98,1283.8,1
03-06-2019,3872.25,1285.85,1
03-07-2019,3876.85,1285.3,1
03-08-2019,3886.82,1296.75,1
03-09-2019,3875.96,1296.75,0
03-10-2019,3950.56,1296.75,0
03-11-2019,3928.17,1292.75,1
03-12-2019,3881.09,1297.05,1
03-13-2019,3892.51,1306.95,1
03-14-2019,3877.77,1295.55,1
03-15-2019,3885.21,1303.5,1
03-16-2019,3936.5,1303.5,0
03-17-2019,4015.95,1303.5,0
03-18-2019,3994.92,1305.6,1
03-19-2019,3998.77,1307.7,1
03-20-2019,4029.11,1303.7,1
03-21-2019,4056.4,1309.6,1
03-22-2019,3992.34,1311.3,1
03-23-2019,3999.06,1311.3,0
03-24-2019,4011.92,1311.3,0
03-25-2019,3994.11,1319.55,1
03-26-2019,3935.89,1316.3,1
03-27-2019,3947.74,1309.7,1
03-28-2019,4048.51,1295.15,1
03-29-2019,4037.37,1295.4,1
03-30-2019,4115.55,1295.4,0
03-31-2019,4114.44,1295.4,0
04-01-2019,4114.16,1293.5,1
04-02-2019,4152.53,1290.3,1
04-03-2019,4882.88,1290.45,1
04-04-2019,4959.81,1283.15,1
04-05-2019,4911.24,1288.45,1
04-06-2019,5028.77,1288.45,0
04-07-2019,5053.52,1288.45,0
04-08-2019,5189.39,1300.0,1
04-09-2019,5268.71,1303.0,1
04-10-2019,5175.81,1305.45,1
04-11-2019,5310.18,1298.8,1
04-12-2019,5035.02,1294.3,1
04-13-2019,5072.85,1294.3,0
04-14-2019,5064.62,1294.3,0
04-15-2019,5152.51,1285.65,1
04-16-2019,5036.18,1276.35,1
04-17-2019,5196.65,1275.85,1
04-18-2019,5220.37,1275.7,1
04-19-2019,5276.31,1275.7,0
04-20-2019,5277.04,1275.7,0
04-21-2019,5309.28,1275.7,0
04-22-2019,5281.83,1275.7,0
04-23-2019,5377.19,1269.5,1
04-24-2019,5518.16,1271.65,1
04-25-2019,5434.19,1280.8,1
04-26-2019,5195.61,1284.2,1
04-27-2019,5292.83,1284.2,0
04-28-2019,5280.19,1284.2,0
04-29-2019,5301.29,1279.5,1
04-30-2019,5260.65,1282.3,1
05-01-2019,5269.79,1283.8,1
05-02-2019,5326.67,1270.95,1
05-03-2019,5390.16,1278.55,1
05-04-2019,5657.14,1278.55,0
05-05-2019,5771.08,1278.55,0
05-06-2019,5717.66,1278.55,0
05-07-2019,5684.47,1281.2,1
05-08-2019,5755.72,1285.2,1
05-09-2019,5936.72,1286.1,1
05-10-2019,6146.91,1287.1,1
05-11-2019,6348.02,1287.1,0
05-12-2019,7248.31,1287.1,0
05-13-2019,6978.63,1295.6,1
05-14-2019,7823.11,1298.4,1
05-15-2019,7992.69,1299.1,1
05-16-2019,8206.9,1291.7,1
05-17-2019,7885.96,1280.8,1
05-18-2019,7362.22,1280.8,0
05-19-2019,7265.05,1280.8,0
05-20-2019,8193.7,1276.85,1
05-21-2019,8007.03,1271.15,1
05-22-2019,7952.5,1273.8,1
05-23-2019,7625.93,1283.65,1
05-24-2019,7880.29,1282.5,1
05-25-2019,8003.26,1282.5,0
05-26-2019,8071.45,1282.5,0
05-27-2019,8744.42,1282.5,0
05-28-2019,8770.06,1278.3,1
05-29-2019,8719.88,1281.65,1
05-30-2019,8662.98,1280.95,1
05-31-2019,8272.46,1295.55,1
06-01-2019,8553.81,1295.55,0
06-02-2019,8554.8,1295.55,0
06-03-2019,8739.03,1317.1,1
06-04-2019,8134.92,1324.25,1
06-05-2019,7675.8,1335.05,1
06-06-2019,7786.04,1335.5,1
06-07-2019,7803.23,1340.65,1
06-08-2019,7998.29,1340.65,0
06-09-2019,7931.34,1340.65,0
06-10-2019,7640.61,1328.6,1
06-11-2019,8020.38,1324.3,1
06-12-2019,7917.58,1332.35,1
06-13-2019,8173.06,1335.9,1
06-14-2019,8237.88,1351.25,1
06-15-2019,8693.6,1351.25,0
06-16-2019,8859.47,1351.25,0
06-17-2019,8978.99,1341.3,1
06-18-2019,9327.48,1341.35,1
06-19-2019,9076.18,1344.05,1
06-20-2019,9281.7,1379.5,1
06-21-2019,9531.35,1397.15,1
06-22-2019,10209.38,1397.15,0
06-23-2019,10668.63,1397.15,0
06-24-2019,10814.48,1405.7,1
06-25-2019,11017.5,1431.4,1
06-26-2019,11766.4,1403.95,1
06-27-2019,12932.55,1402.5,1
06-28-2019,11132.85,1409.0,1
06-29-2019,12374.35,1409.0,0
06-30-2019,11890.38,1409.0,0
07-01-2019,10737.73,1390.1,1
07-02-2019,10578.72,1391.05,1
07-03-2019,10805.4,1413.5,1
07-04-2019,11984.76,1414.9,1
07-05-2019,11160.49,1388.65,1
07-06-2019,10955.16,1388.65,0
07-07-2019,11232.04,1388.65,0
07-08-2019,11477.01,1400.1,1
07-09-2019,12313.08,1391.55,1
07-10-2019,12586.78,1408.3,1
07-11-2019,12099.9,1413.75,1
07-12-2019,11352.87,1407.6,1
07-13-2019,11803.97,1407.6,0
07-14-2019,11389.1,1407.6,0
07-15-2019,10186.96,1412.4,1
07-16-2019,10873.5,1409.85,1
07-17-2019,9397.72,1410.35,1
07-18-2019,9674.28,1417.45,1
07-19-2019,10638.56,1439.7,1
07-20-2019,10535.75,1439.7,0
07-21-2019,10764.9,1439.7,0
07-22-2019,10587.41,1427.75,1
07-23-2019,10323.62,1425.55,1
07-24-2019,9844.3,1426.95,1
07-25-2019,9772.17,1416.1,1
07-26-2019,9875.17,1420.4,1
07-27-2019,9848.65,1420.4,0
07-28-2019,9473.99,1420.4,0
07-29-2019,9530.0,1419.05,1
07-30-2019,9501.33,1425.9,1
07-31-2019,9589.13,1427.55,1
08-01-2019,10084.7,1406.8,1
08-02-2019,10407.17,1441.75,1
08-03-2019,10529.55,1441.75,0
08-04-2019,10814.57,1441.75,0
08-05-2019,10980.23,1465.25,1
08-06-2019,11787.99,1465.25,1
08-07-2019,11465.67,1506.05,1
08-08-2019,11960.82,1495.75,1
08-09-2019,11996.41,1497.7,1
08-10-2019,11856.64,1497.7,0
08-11-2019,11282.22,1497.7,0
08-12-2019,11566.84,1504.7,1
08-13-2019,11386.26,1498.4,1
08-14-2019,10858.12,1513.25,1
08-15-2019,10016.96,1515.65,1
08-16-2019,10302.17,1515.25,1
08-17-2019,10359.44,1515.25,0
08-18-2019,10214.52,1515.25,0
08-19-2019,10317.6,1496.6,1
08-20-2019,10917.26,1504.55,1
08-21-2019,10760.56,1503.25,1
08-22-2019,10129.4,1502.05,1
08-23-2019,10111.98,1503.8,1
08-24-2019,10405.81,1503.8,0
08-25-2019,10143.8,1503.8,0
08-26-2019,10135.06,1503.8,0
08-27-2019,10360.28,1532.95,1
08-28-2019,10171.95,1537.15,1
08-29-2019,9717.82,1540.2,1
08-30-2019,9484.55,1528.4,1
08-31-2019,9577.99,1528.4,0
09-01-2019,9600.9,1528.4,0
09-02-2019,9769.79,1525.95,1
09-03-2019,10386.64,1537.85,1
09-04-2019,10621.29,1546.1,1
09-05-2019,10584.16,1529.1,1
09-06-2019,10577.8,1523.7,1
09-07-2019,10317.47,1523.7,0
09-08-2019,10487.21,1523.7,0
09-09-2019,10406.31,1509.2,1
09-10-2019,10313.66,1498.25,1
09-11-2019,10101.03,1490.65,1
09-12-2019,10159.32,1515.2,1
09-13-2019,10420.16,1503.1,1
09-14-2019,10363.9,1503.1,0
09-15-2019,10361.33,1503.1,0
09-16-2019,10310.43,1497.2,1
09-17-2019,10265.63,1502.1,1
09-18-2019,10190.36,1503.5,1
09-19-2019,10157.59,1500.7,1
09-20-2019,10275.88,1501.9,1
09-21-2019,10173.11,1501.9,0
09-22-2019,9979.49,1501.9,0
09-23-2019,10033.05,1522.1,1
09-24-2019,9683.38,1520.65,1
09-25-2019,8553.61,1528.75,1
09-26-2019,8432.23,1506.4,1
09-27-2019,8055.64,1489.9,1
09-28-2019,8193.9,1489.9,0
09-29-2019,8225.0,1489.9,0
09-30-2019,8056.74,1485.3,1
10-01-2019,8307.74,1473.45,1
10-02-2019,8322.92,1492.6,1
10-03-2019,8382.03,1517.1,1
10-04-2019,8236.17,1499.15,1
10-05-2019,8155.48,1499.15,0
10-06-2019,8147.69,1499.15,0
10-07-2019,7869.74,1501.25,1
10-08-2019,8212.02,1505.85,1
10-09-2019,8190.0,1507.25,1
10-10-2019,8587.92,1494.8,1
10-11-2019,8586.9,1479.15,1
10-12-2019,8269.73,1479.15,0
10-13-2019,8308.01,1479.15,0
10-14-2019,8283.76,1490.6,1
10-15-2019,8353.54,1487.8,1
10-16-2019,8162.16,1485.1,1
10-17-2019,8002.51,1492.65,1
10-18-2019,8076.78,1490.0,1
10-19-2019,7954.15,1490.0,0
10-20-2019,7960.04,1490.0,0
10-21-2019,8231.06,1491.65,1
10-22-2019,8222.52,1485.35,1
10-23-2019,8026.76,1494.45,1
10-24-2019,7469.56,1496.55,1
10-25-2019,7431.88,1513.45,1
10-26-2019,8666.79,1513.45,0
10-27-2019,9259.8,1513.45,0
10-28-2019,9551.54,1492.4,1
10-29-2019,9218.76,1486.75,1
10-30-2019,9433.35,1492.1,1
10-31-2019,9164.62,1510.95,1
11-01-2019,9147.98,1508.8,1
11-02-2019,9252.99,1508.8,0
11-03-2019,9301.18,1508.8,0
11-04-2019,9206.16,1509.45,1
11-05-2019,9418.05,1488.95,1
11-06-2019,9310.19,1486.05,1
11-07-2019,9343.34,1484.25,1
11-08-2019,9204.24,1464.15,1
11-09-2019,8766.04,1464.15,0
11-10-2019,8809.41,1464.15,0
11-11-2019,9037.12,1458.7,1
11-12-2019,8717.81,1452.05,1
11-13-2019,8801.52,1462.9,1
11-14-2019,8762.42,1466.65,1
11-15-2019,8632.32,1466.9,1
11-16-2019,8457.69,1466.9,0
11-17-2019,8482.7,1466.9,0
11-18-2019,8503.93,1467.65,1
11-19-2019,8175.99,1468.45,1
11-20-2019,8120.8,1471.7,1
11-21-2019,8081.81,1467.05,1
11-22-2019,7617.07,1464.45,1
11-23-2019,7286.35,1464.45,0
11-24-2019,7324.03,1464.45,0
11-25-2019,6907.4,1458.4,1
11-26-2019,7130.25,1454.65,1
11-27-2019,7163.63,1454.35,1
11-28-2019,7523.83,1454.65,1
11-29-2019,7431.0,1460.15,1
11-30-2019,7757.47,1460.15,0
12-01-2019,7557.72,1460.15,0
12-02-2019,7402.69,1461.15,1
12-03-2019,7309.59,1477.3,1
12-04-2019,7296.77,1475.1,1
12-05-2019,7192.85,1475.95,1
12-06-2019,7395.97,1459.65,1
12-07-2019,7547.19,1459.65,0
12-08-2019,7504.83,1459.65,0
12-09-2019,7522.39,1461.7,1
12-10-2019,7337.42,1464.95,1
12-11-2019,7220.76,1466.8,1
12-12-2019,7202.31,1467.8,1
12-13-2019,7189.16,1466.6,1
12-14-2019,7251.87,1466.6,0
12-15-2019,7067.74,1466.6,0
12-16-2019,7111.14,1477.9,1
12-17-2019,6879.54,1475.8,1
12-18-2019,6612.12,1474.05,1
12-19-2019,7284.29,1476.7,1
12-20-2019,7150.86,1479.0,1
12-21-2019,7190.17,1479.0,0
12-22-2019,7143.2,1479.0,0
12-23-2019,7514.41,1482.1,1
12-24-2019,7322.08,1482.1,0
12-25-2019,7250.69,1482.1,0
12-26-2019,7192.72,1482.1,0
12-27-2019,7194.4,1511.5,1
12-28-2019,7243.93,1511.5,0
12-29-2019,7301.07,1511.5,0
12-30-2019,7385.36,1514.75,1
12-31-2019,7219.6,1514.75,0
01-01-2020,7168.31,1514.75,0
01-02-2020,7175.68,1527.1,1
01-03-2020,6944.33,1548.75,1
01-04-2020,7326.35,1548.75,0
01-05-2020,7347.89,1548.75,0
01-06-2020,7351.57,1573.1,1
01-07-2020,7759.24,1567.85,1
01-08-2020,8165.47,1571.95,1
01-09-2020,8042.65,1550.75,1
01-10-2020,7817.92,1553.6,1
01-11-2020,8184.66,1553.6,0
01-12-2020,8021.49,1553.6,0
01-13-2020,8173.97,1549.9,1
01-14-2020,8105.24,1545.1,1
01-15-2020,8842.42,1549.0,1
01-16-2020,8813.89,1554.55,1
01-17-2020,8722.03,1557.6,1
01-18-2020,8900.34,1557.6,0
01-19-2020,8910.85,1557.6,0
01-20-2020,8703.36,1560.15,1
01-21-2020,8626.47,1551.3,1
01-22-2020,8722.26,1556.9,1
01-23-2020,8658.94,1562.9,1
01-24-2020,8388.11,1564.3,1
01-25-2020,8428.17,1564.3,0
01-26-2020,8327.36,1564.3,0
01-27-2020,8588.42,1580.1,1
01-28-2020,8895.78,1574.0,1
01-29-2020,9385.69,1573.45,1
01-30-2020,9279.81,1578.25,1
01-31-2020,9502.37,1584.2,1
02-01-2020,9333.77,1584.2,0
02-02-2020,9378.09,1584.2,0
02-03-2020,9314.56,1574.75,1
02-04-2020,9162.14,1558.35,1
02-05-2020,9162.14,1553.3,1
02-06-2020,9614.9,1563.3,1
02-07-2020,9755.66,1572.65,1
02-08-2020,9807.54,1572.65,0
02-09-2020,9907.12,1572.65,0
02-10-2020,10162.41,1573.2,1
02-11-2020,9854.79,1570.5,1
02-12-2020,10275.38,1563.7,1
02-13-2020,10354.3,1575.05,1
02-14-2020,10242.43,1581.4,1
02-15-2020,10368.53,1581.4,0
02-16-2020,9904.17,1581.4,0
02-17-2020,9937.67,1580.8,1
02-18-2020,9703.93,1589.85,1
02-19-2020,10180.65,1604.2,1
02-20-2020,9604.72,1619.0,1
02-21-2020,9606.86,1643.3,1
02-22-2020,9696.58,1643.3,0
02-23-2020,9669.63,1643.3,0
02-24-2020,9989.39,1671.65,1
02-25-2020,9663.75,1650.3,1
02-26-2020,9309.15,1634.9,1
02-27-2020,8785.52,1652.0,1
02-28-2020,8804.72,1609.85,1
02-29-2020,8712.35,1609.85,0
03-01-2020,8534.17,1609.85,0
03-02-2020,8912.82,1599.65,1
03-03-2020,8912.82,1615.5,1
03-04-2020,8754.34,1641.85,1
03-05-2020,8758.9,1659.6,1
03-06-2020,9067.39,1683.65,1
03-07-2020,9155.89,1683.65,0
03-08-2020,8898.63,1683.65,0
03-09-2020,8039.38,1672.5,1
03-10-2020,7931.94,1655.7,1
03-11-2020,7885.46,1653.75,1
03-12-2020,7936.65,1570.7,1
03-13-2020,4830.21,1562.8,1
03-14-2020,5609.03,1562.8,0
03-15-2020,5166.26,1562.8,0
03-16-2020,5348.44,1487.7,1
03-17-2020,5026.35,1536.2,1
03-18-2020,5357.61,1498.2,1
03-19-2020,5410.23,1474.25,1
03-20-2020,6195.2,1494.4,1
03-21-2020,6226.44,1494.4,0
03-22-2020,6189.85,1494.4,0
03-23-2020,5822.62,1525.4,1
03-24-2020,6502.16,1605.75,1
03-25-2020,6768.49,1605.45,1
03-26-2020,6698.46,1634.8,1
03-27-2020,6763.75,1617.3,1
03-28-2020,6369.09,1617.3,0
03-29-2020,6260.95,1617.3,0
03-30-2020,5885.41,1618.3,1
03-31-2020,6405.29,1608.95,1
04-01-2020,6428.28,1576.55,1
04-02-2020,6652.87,1616.8,1
04-03-2020,6809.11,1613.1,1
04-04-2020,6741.67,1613.1,0
04-05-2020,6871.69,1613.1,0
04-06-2020,6777.44,1648.3,1
04-07-2020,7343.2,1649.25,1
04-08-2020,7205.55,1647.8,1
04-09-2020,7365.03,1680.65,1
04-10-2020,7293.69,1680.65,0
04-11-2020,6873.24,1680.65,0
04-12-2020,6891.6,1680.65,0
04-13-2020,6915.37,1680.65,0
04-14-2020,6857.66,1741.9,1
04-15-2020,6871.95,1718.65,1
04-16-2020,6623.8,1729.5,1
04-17-2020,7112.27,1692.55,1
04-18-2020,7034.89,1692.55,0
04-19-2020,7259.36,1692.55,0
04-20-2020,7130.04,1686.2,1
04-21-2020,6840.24,1682.05,1
04-22-2020,6852.52,1710.55,1
04-23-2020,7130.99,1736.25,1
04-24-2020,7477.6,1715.9,1
04-25-2020,7507.08,1715.9,0
04-26-2020,7549.52,1715.9,0
04-27-2020,7699.27,1714.95,1
04-28-2020,7790.66,1691.55,1
04-29-2020,7765.33,1703.35,1
04-30-2020,8777.63,1702.75,1
05-01-2020,8628.77,1686.25,1
05-02-2020,8824.66,1686.25,0
05-03-2020,8973.82,1686.25,0
05-04-2020,8903.95,1709.1,1
05-05-2020,8885.93,1699.55,1
05-06-2020,9030.96,1691.5,1
05-07-2020,9170.79,1704.05,1
05-08-2020,10002.48,1704.05,0
05-09-2020,9821.8,1704.05,0
05-10-2020,9527.39,1704.05,0
05-11-2020,8754.46,1702.75,1
05-12-2020,8617.25,1702.4,1
05-13-2020,8814.53,1708.4,1
05-14-2020,9305.93,1731.6,1
05-15-2020,9790.31,1735.35,1
05-16-2020,9303.59,1735.35,0
05-17-2020,9385.7,1735.35,0
05-18-2020,9669.4,1734.7,1
05-19-2020,9719.37,1737.95,1
05-20-2020,9785.74,1748.3,1
05-21-2020,9510.67,1724.9,1
05-22-2020,9057.57,1733.55,1
05-23-2020,9167.26,1733.55,0
05-24-2020,9178.32,1733.55,0
05-25-2020,8730.73,1733.55,0
05-26-2020,8899.66,1720.25,1
05-27-2020,8842.85,1694.6,1
05-28-2020,9197.54,1717.35,1
05-29-2020,9569.21,1728.7,1
05-30-2020,9425.98,1728.7,0
05-31-2020,9698.1,1728.7,0
06-01-2020,9450.84,1730.6,1
06-02-2020,10204.23,1742.15,1
06-03-2020,9525.57,1705.35,1
06-04-2020,9658.04,1700.05,1
06-05-2020,9794.56,1683.45,1
06-06-2020,9623.75,1683.45,0
06-07-2020,9670.43,1683.45,0
06-08-2020,9753.85,1690.35,1
06-09-2020,9782.59,1713.5,1
06-10-2020,9775.15,1722.05,1
06-11-2020,9892.13,1738.25,1
06-12-2020,9286.42,1733.5,1
06-13-2020,9459.97,1733.5,0
06-14-2020,9473.5,1733.5,0
06-15-2020,9330.07,1710.45,1
06-16-2020,9426.7,1719.85,1
06-17-2020,9526.0,1724.35,1
06-18-2020,9454.81,1719.5,1
06-19-2020,9380.03,1734.75,1
06-20-2020,9300.15,1734.75,0
06-21-2020,9357.43,1734.75,0
06-22-2020,9284.78,1761.85,1
06-23-2020,9691.9,1768.9,1
06-24-2020,9621.49,1766.05,1
06-25-2020,9276.58,1756.55,1
06-26-2020,9240.85,1747.6,1
06-27-2020,9154.45,1747.6,0
06-28-2020,9004.23,1747.6,0
06-29-2020,9127.47,1771.6,1
06-30-2020,9185.35,1768.1,1
07-01-2020,9133.97,1771.05,1
07-02-2020,9236.38,1777.45,1
07-03-2020,9087.98,1772.9,1
07-04-2020,9072.42,1772.9,0
07-05-2020,9131.31,1772.9,0
07-06-2020,9089.09,1787.9,1
07-07-2020,9348.91,1789.55,1
07-08-2020,9256.23,1811.1,1
07-09-2020,9440.07,1812.1,1
07-10-2020,9238.04,1803.1,1
07-11-2020,9287.4,1803.1,0
07-12-2020,9235.96,1803.1,0
07-13-2020,9295.9,1807.5,1
07-14-2020,9238.13,1801.9,1
07-15-2020,9254.52,1804.6,1
07-16-2020,9193.51,1807.7,1
07-17-2020,9131.0,1807.35,1
07-18-2020,9154.19,1807.35,0
07-19-2020,9174.71,1807.35,0
07-20-2020,9214.66,1815.65,1
07-21-2020,9163.87,1842.55,1
07-22-2020,9392.66,1852.4,1
07-23-2020,9537.4,1878.3,1
07-24-2020,9613.11,1902.1,1
07-25-2020,9551.28,1902.1,0
07-26-2020,9707.5,1902.1,0
07-27-2020,9938.83,1936.65,1
07-28-2020,11042.4,1940.9,1
07-29-2020,10934.94,1950.9,1
07-30-2020,11102.67,1957.65,1
07-31-2020,11114.93,1964.9,1
08-01-2020,11343.88,1964.9,0
08-02-2020,11823.69,1964.9,0
08-03-2020,11077.77,1958.55,1
08-04-2020,11242.57,1977.9,1
08-05-2020,11194.25,2048.15,1
08-06-2020,11750.28,2067.15,1
08-07-2020,11772.94,2031.15,1
08-08-2020,11605.6,2031.15,0
08-09-2020,11767.6,2031.15,0
08-10-2020,11684.06,2044.5,1
08-11-2020,11893.03,1939.65,1
08-12-2020,11392.43,1931.9,1
08-13-2020,11573.11,1944.25,1
08-14-2020,11777.43,1944.75,1
08-15-2020,11774.38,1944.75,0
08-16-2020,11873.98,1944.75,0
08-17-2020,11914.01,1972.85,1
08-18-2020,12293.72,2008.75,1
08-19-2020,11969.53,1981.0,1
08-20-2020,11734.0,1927.15,1
08-21-2020,11865.82,1924.35,1
08-22-2020,11522.8,1924.35,0
08-23-2020,11683.44,1924.35,0
08-24-2020,11653.02,1943.95,1
08-25-2020,11763.93,1911.15,1
